Encaje,Nombre,Sexo,Edad,Edad (meses),Etapa,Nacimiento,Tamaño,Peso (kg),Raza,Tipo de raza,PPP,Provincia,Zona,Localidad,Protectora,Tipo de protectora,Estado,Urgente,Buena con niños,Esterilizada,Vacunada,Con chip,Duplicada,Origen,Alta,Última revisión,Ficha,Foto,Descripción,Id
56,Dolça,Hembra,9 años,108,Senior,,,,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Rescue and Love,Protectora,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/s6UEWpOXb0,https://img.miwuki.com/Br4fq3F6,"Dolça es esta mestiza de Pastor Belga que en Agosto cumplirá 5 añitos. Sinceramente, no sabemos qué le pasa a la gente por la cabeza para deshacerse de sus animales con tanta facilidad. Dolça está acostumbrada a estar en familia, es una perra muy inteligente, cariñosa y divertida. Tiene por afición robarnos todos los besos que puede, y es que la pobre no termina de habituarse a ""vivir"" detrás de muros del refugio. Analíticas estupendas. Apta con hembras y machos. No testada con gatos. Se entrega vacunada, chipada y castrada. Está en Cullera (Valencia) 692153515 Olga",miwuki:s6uewpoxb0
56,Freya,Hembra,4 años y 4 m,52,Adulta,,Grande,32,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Miriam J.,Particular,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/D17KAXTpCl,https://img.miwuki.com/va4Ze5Y0,Es una perra muy activa es buena protectora. Se lleva bien niños pero necesita espacio no es para tenerla en casa pero se porta bien en casa y se adapta muy bien y se puede hacer actividades de acampada con ella.,miwuki:d17kaxtpcl
56,Gila,Hembra,13 años y 8 m,164,Senior,,Grande,,Mestizo,Mestiza,No,Alicante,Alicante,"Alicante, España",Adoptamics,Protectora,Disponible,No,,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/IpbNye6yb0,https://img.miwuki.com/NQ0NV3I3,,miwuki:ipbnye6yb0
56,Karma,Hembra,12 años y 8 m,152,Senior,,,,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Accion animal valencia,Protectora,Disponible,No,Sí,,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/nqnCOecArn,https://img.miwuki.com/oJ6xX0J5,"Mi historia es negra, como mi color!! Llevo mucho tiempo esperando la oportunidad de vivir con mi propia familia definitiva, la que nunca me falle... pero es tan difícil. Aun después de todo lo que pase antes de ser rescatada por mi mami de acogida, tengo muchísimo amor para dar!! Y la edad en mi, para nada es un inconveniente, soy una peluda muy juvenil y todavía me queda mucha actividad y una poquita guerra que dar 😉. Mi vida a sido oscura, como yo..he sufrido maltrato por mi anterior familia, un maltrato físico diario durante años, hasta que sali de esa casa, por suerte! Mi corazón está lleno de color, me das la oportunidad de dibujar una vida junt@s?",miwuki:nqncoecarn
56,Kira,Hembra,4 años y 7 m,55,Adulta,,Grande,30,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Esther R.,Particular,Disponible,No,Sí,,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/5JAmzYZ7gU,https://img.miwuki.com/ss3xU3g8,Es una perrita muy buena. Es muy amigable. No para quieta Es muy bonita.,miwuki:5jamzyz7gu
56,Lina,Hembra,3 años y 5 m,41,Adulta,,Grande,25,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Oscar D.,Particular,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/UKaSx0rpuq,https://img.miwuki.com/zG6HI1u5,"Buenas! Me llamo Lina, tengo 3 añitos, me encanta el campo, correr, jugar con perros y niños y sobre todo pasar tiempo tumbada al sol o en casa. Prefiero estar acompañada, no me gusta mucho estar sola, me encantan los paseos largos y como de todo!",miwuki:ukasx0rpuq
56,Luna,Hembra,7 años y 5 m,89,Adulta,,,,Mestizo,Mestiza,No,Murcia,Provincia vecina,"Murcia, España",Lisy G.,Particular,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/gPMSNgKe41,https://img.miwuki.com/IQ2hr3D1,"Necesito dar a una familia, o persona que le encanten los perros grandes, que tenga tiempo para darle, porque es una perra que necesita mucho cariño y calor de las personas. No le gusta estar sola, así que tiene que tener tiempo para ella. Yo no puedo hacerme más cargo, porque en un tiempo me voy a estudiar al extranjero y no podré llevarla, no tengo a nadie que tenga sitio. Se aporta caseta, cama y un saco de comida.",miwuki:gpmsngke41
56,Mandy,Hembra,4 años y 9 m,57,Adulta,,Grande,28,Mestizo,Mestiza,No,Murcia,Provincia vecina,"Murcia, España",Aproama,Protectora,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/ULfdzk4laI,https://img.miwuki.com/oT3yu5b1,"Mandy es una perrita sociable y muy cariñosa, de las que disfrutan del contacto y de estar cerca de las personas. Nació en 2021 y fue encontrada junto a sus hermanos debajo de un mandarino, que era su única fuente de alimento en ese momento. De ahí viene su nombre. A pesar de ese comienzo tan difícil, Mandy ha crecido siendo una perrita alegre, confiada y con muchas ganas de compartir su vida con una familia. Lleva en el refugio desde 2022, viendo cómo otros encuentran hogar mientras ella sigue esperando su oportunidad. 🐾 Muy sociable y cariñosa 🐾 Le encanta la compañía 🐾 Ideal para una familia que busque una compañera dulce Mandy ya ha dejado atrás su pasado… pero su vida aún no ha empezado de verdad.",miwuki:ulfdzk4lai
56,Mila,Hembra,3 años y 6 m,42,Adulta,,Grande,25,Mestizo,Mestiza,No,Castellón,Provincia vecina,"Castellón, España",Roberto F.,Particular,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/uS7ydnpGHy,https://img.miwuki.com/ms5SP6j7,"Mi situación familiar ha cambiado y no puedo hacerme cargo de ella, para saber mas sobre ella, el número de contacto.",miwuki:us7ydnpghy
56,Miño,Macho,~1 mes,1,Cachorra,,,,,,No,Alicante,Alicante,Alicante,Las Reinas del Biberón,,Disponible,No,,,,,No,Las Reinas del Biberón,2026-08-03,2026-08-10,https://www.lasreinasdelbiberon.org/producto/stella-copia/,https://www.lasreinasdelbiberon.org/wp-content/uploads/2026/05/IMG-20260715-WA0031.jpg,"🐾💜 Miño está preparado para encontrar a su familia 💜🐾 Miño forma parte de una camada de 11 hermanos que ahora empieza una nueva etapa llena de juegos, descubrimientos y muchísimo amor. ✨🐶 Es un peque curioso, divertido y lleno de personalidad, de esos que observan todo con atención y consiguen alegrarte el día solo con mirarte. Y con esas orejitas tan enormes y esa carita de bebé… es imposible no enamorarse. 🥺💜 Ahora Miño sueña con una familia que le acompañe a crecer, que juegue con él, le enseñe y le haga sentir querido cada día de su vida. 🏡👨‍👩‍👧‍👦💜 Si estás interesado en su adopción, envía un Whatsapp a uno de estos teléfonos: 644 21 90 01 / 644 20 94 49 📲 Bizum ONG: 03760 💻 PayPal:paypal.me/lasreinasdelbiberon 🏦 Transferencia bancaria: ES81 0073 0100 5705 0626 5231 👉 Compra de entradas: www.lasreinasdelbiberon.org/eventos Porque no todos pueden acoger… pero todos podemos ayudar a salvar. ✨",reinasbiberon:13169
56,Nairobi,Hembra,9 años y 11 m,119,Senior,,,,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Lacua,Protectora,Disponible,No,Sí,,,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/iOWuWGXTjT,https://img.miwuki.com/HS7zK2p8,"¡Hola! Soy NAIROBI la superviviente. Lacua me rescató de la calle en condiciones extremas, estoy segura de que en poco tiempo habría muerte de alguna infección o de leishmania. Me encontraba muy débil, muy cansada, y me dolía todo mi cuerpecito, además llevaba una cuerda atada al cuello que me molestaba, también me dolían los ojos :( Por suerte, en cuanto dieron el aviso vinieron a rescatarme y me llevaron a una casa de acogida, desde ese momento empezó mi nueva vida. ----------------------------------------------------------- Sospechamos que Nairobi ha sido utilizada en peleas de perros, cuando la rescatamos tenía varias heridas profundas en su cuerpo y las orejas cortadas cor algún tipo de utensilio casero, sin procedimiento quirúrgico. También sospechamos que la podrían gastar para criar, cuando la rescatamos tenía síntomas de haber sido madre recientemente. Las heridas de su cuerpo ya están curadas, los ojos están mucho mejor aunque no acaba de recuperarse al 100%. Tras las analíticas, a parte de anemia y muchos valores alterados como consecuencia de la desnutrición y deshidratación, se le ha diagnosticado leishmania con una titulación bastante alta, está siendo medicada para todo lo que necesita. Pese a su historial, es una perra muy agradecida y cariñosa con las personas, con los animales no presenta problemas de agresividad aunque es una perra más bien independiente, creemos que podría adaptarse a cualquier entorno familiar. Nairobi se está acabando de recuperar, pronto estará lista para ser adoptada y ser feliz para el resto de su vida.",miwuki:iowuwgxtjt
56,Neu,Hembra,12 años y 2 m,146,Senior,,Grande,30,Alaska Malamute,De raza,No,Valencia,Provincia vecina,"Valencia, España",Daniel C.,Particular,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/UZdOeZ0ESl,https://img.miwuki.com/ZM3wd9F6,"Neu és una Alaska Malamute con un ojo de cada color, fue de las últimas en ser entregadas de la camada en la que nació. Es una perra muy cariñosa con los suyos, pero con otros perros no es tan amigable, al menos al principio, ya que solo está ella en casa. Tiene bastante energía, pese a la edad, aunque la edad no perdona y algunas cosas le empiezan a costar.",miwuki:uzdoez0esl
56,Ona,Hembra,4 años y 3 m,51,Adulta,2022-05-17,Grande,,Podenco,De raza,No,Castellón,Provincia vecina,Castellón,Lloc de felins,,Disponible,No,,,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/ona-2/,https://kerubi.es/wp-content/uploads/2026/05/Screenshot_2026-05-17-12-38-52-43_6012fa4d4ddec268fc5c7112cbb265e7.jpg,Ona fue encontrada dentro de una balsa de riego agotada y muy delgada. Ahora busca una familia que sepa darle el amor que merece. Se lleva bien con perros y niños. Sabe pasear con correa y solo pide mimos.,kerubi:ona-2
56,Salma,Hembra,11 años y 8 m,140,Senior,,Grande,32,Mestizo,Mestiza,No,Alicante,Alicante,"Alicante, España",Baix Vinalopó,Protectora,Disponible,No,,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/5ZixObQuz6,https://img.miwuki.com/gY6jr9e8,"NECESITA VUESTRA AYUDA ¿Os habéis fijado en su mirada? Seguramente os haya llamado más la atención de su aspecto, pero fijaros bien. Su mirada os enseña todo lo que es ella, una perrita noble y buena como nadie, una mirada de pura lealtad y amor. No hay maldad en ella, transmite tanto... Su nombre es Salma, sí, quienes la habéis conocido probablemente no la hayáis reconocido. Salma tiene una reacción alérgica muy fuerte, lleva padeciendola desde hace 2 años. Durante todo este tiempo se le ha intentado controlar con corticoide, lo que ha supuesto la hinchazón de su abdomen, la pérdida de toda su musculatura, no regenerar los tejidos como es debido y un largo etc. El histórico clínico de Salma es un libro, pero vamos a contaros su evolución. Hace poco más de 1 mes volvió con nosotras y hemos pasado unas semanas muy angustiosas. Salma necesita muchos cuidados, mimos y atención. En el albergue no podía estar, así que las voluntarias han salido al rescate y... No sabéis lo bien que sienta un hogar. A pesar de que su aspecto no es bueno, ya que ha perdido casi todo el pelo, su cuerpo, por dentro, empieza a limpiarse. Fuera de una vez tanto corticoide que la estaba destrozando poco a poco su piel está cada vez más rosita, hidratada y cada vez le pica menos la piel. Sinceramente tenemos muchísimas esperanzas de que consiga superarlo, estabilizarse y seguir con esa alegría que desprende. Aunque todo apunta a una alergia, aún no tenemos un diagnóstico claro, debemos ser pacientes y esperar a ver cómo continúa. Salma esta teniendo muchísima paciencia, la pobre ha tenido que pasar por todo tipo de pruebas, aunque hay algunas que, hasta que no se elimine completamente el corticoide, todavía no podemos hacérselas. Recibe 2 baños especiales semanales en la clínica veterinaria Linneo, hidratacion en su piel varias veces diarias, curas diarias para un agujero que tiene en la pata y otro que tenía en la boca, visita a Caanes cada semana... Todo esto, junto a una casita, es lo que Salma necesita para que mejore. Necesitamos ayuda para seguir con las pruebas, visitas veterinarias, tratamientos y alimentación especial, todo lo que ella necesite, se merece lo mejor. Lo ideal para que todo esto salga adelante y Salma se recupere, sería una CASA DE ACOGIDA, pues donde está ahora, no podrá quedarse mucho más tiempo. Si puedes acoger a Salma envía un correo a: [email protected] ¿Nos ayudas? Haz una transferencia al número de cuenta: IBAN LA CAIXA: ES63 2100 2060 3102 0000 3984 Concepto: Ayuda Salma ¡Gracias a todos! Atentos que seguiremos contandoos como evoluciona",miwuki:5zixobquz6
56,Sara,Hembra,11 años y 8 m,140,Senior,,,,Mestizo,Mestiza,No,Murcia,Provincia vecina,"Murcia, España",Apama Nature,Protectora,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/ogjhzVniPc,https://img.miwuki.com/Aw2ol4G0,Vivía con una pareja de ancianos que cayeron enfermos y no me podían dar mis cuidados necesarios. Soy muy buena con todos los demás perros y muy cariñosa con los humanos.,miwuki:ogjhzvnipc
56,Sasha,Hembra,6 años,72,Adulta,,Grande,23,Mestizo,Mestiza,No,Murcia,Provincia vecina,"Murcia, España",Cuatro Patas Jumilla,Protectora,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/4wtjvZxQOL,https://img.miwuki.com/JR2xS1a1,"Carácter: perrita de 4 años muy juguetona y cariñosa, le gusta los paseos largos, le gusta jugar con juguetes y también con las personas en cuanto tiene confianza, tiene muy buena relación con los otros perros, no le gusta el agua, tiene una personalidad tranquila y hogareña, siempre busca mimitos.// Historia: Su familia le busca hogar por problemas de salud de la niña de la familia.// Salud: No hay enfermedades conocidas// Ciudad en la que se encuentra: Jumilla (Murcia)// Microchip: sí// *Esta información ha sido facilitada por su familia. Somos intermediarios para encontrarle un buen hogar",miwuki:4wtjvzxqol
56,Shena,Hembra,3 años y 4 m,40,Adulta,,Grande,20,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Eva Maria B.,Particular,Disponible,No,Sí,,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/uJjTZGXysR,https://img.miwuki.com/mb6RY8r1,"Es una perra muy buena, protectora.",miwuki:ujjtzgxysr
56,Siba,Hembra,8 años y 9 m,105,Senior,,Grande,27,Golden Retriever,De raza,No,Murcia,Provincia vecina,"Murcia, España",Raul L.,Particular,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/xp5a5Xjhmm,https://img.miwuki.com/ZP8sV3u0,Perra criada en un entorno familiar con 5 personas entre adultas y niños + 1 caniche. Muy cariñoso y sin problemas de nada en particular.,miwuki:xp5a5xjhmm
55,Bailey,Hembra,4 años y 8 m,56,Adulta,,Gigante,25,Akbash,De raza,No,Valencia,Provincia vecina,"Valencia, España",Izan A.,Particular,Disponible,No,Sí,,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/VqFMENuDuK,https://img.miwuki.com/fL9UV5v1,"Bailey tiene 3 años. pasea 3 o 4 horas al dia mañana/noche. Come de todo. Le gustan las chuches. Es sociable con humanos y perros Obedece al nombre,es juguetona, y le gusta pasear. No tiene patologìas. Tiene chip,cartilla veterinaria y pasaporte europeo. Se podria mirar de hacer envio. Cambio de nombre en chip a cargo del interesado.(negociable) Busca familia con espacio y tiempo, que la quiera de verdad Gracias...",miwuki:vqfmenuduk
55,Cisco,Macho,16 meses,16,Joven,2025-04-16,Mediano,,Mestizo,Mestiza,No,Murcia,Provincia vecina,Murcia,ASOC. PROTECCIÓN ANIMAL DE MAZARRON (APROAMA),,Disponible,No,,,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/cisco/,https://kerubi.es/wp-content/uploads/2025/04/IMG_8425.jpeg,"CISCO EN ADOPCIÓN Es muy bueno, le encanta jugar y pasear Varias noches bajaba a comer a una casa, tenía miedo y se iba enseguida, conseguimos atraparlo con la jaula trampa, al cogerlo iba lleno de heridas y muy delgado, ya está preparado para encontrar un nuevo hogar donde lo cuiden y lo quieran [email protected] 642 899 947",kerubi:cisco
55,Dalia,Hembra,4 años y 5 m,53,Adulta,,,,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Adaana,Protectora,Disponible,No,,,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/ZDgFdqEaQj,https://img.miwuki.com/yD2pM1r6,"FECHA DE NACIMIENTO: FEBRERO 2022. Dalia, la bebé que apareció en el campo con unos días de vida, está así de preciosa. En breve estará lista para irse adoptada con una familia que la eduque, la mime y le dé una vida feliz. No sabemos qué tipo de perro será, solo sabemos por su tamaño actual que de adulta será grande, fuertota y, por supuesto, preciosa 🤗🥰 ¿Quieres que Dalia crezca contigo? 📧 [email protected]",miwuki:zdgfdqeaqj
55,Keka,Hembra,4 años y 4 m,52,Adulta,,,,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Lacua,Protectora,Disponible,No,,,,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/ziGl61f7fb,https://img.miwuki.com/Oo5Kb3q3,,miwuki:zigl61f7fb
55,Kola,Hembra,6 años y 3 m,75,Adulta,,,,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Adaana,Protectora,Disponible,No,,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/59UXsmFxUR,https://img.miwuki.com/vG9rt6t1,"Es adulta, de tamaño mediana. Juguetona, apta con perros, cariñosa y con ganas de disfrutar con una familia. Se entrega desparasitada, vacunada, esterilizada y con contrato de adopción.",miwuki:59uxsmfxur
55,Muso,Macho,16 meses,16,Joven,2025-04-14,Mediano,,Mestizo,Mestiza,No,Murcia,Provincia vecina,Murcia,ASOC. PROTECCIÓN ANIMAL DE MAZARRON (APROAMA),,Disponible,No,,,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/muso/,https://kerubi.es/wp-content/uploads/2025/04/IMG_7100.jpeg,"🏡🏡MUSO EN ADOPCIÓN Muso es un torbellino de alegría. Corre, salta y juega sin parar, con la emoción de quien descubre el mundo por primera vez. Cada día despierta con la misma ilusión, moviendo la cola sin descanso, listo para llenar de risas y aventuras el corazón de quien decida adoptarlo. 🐶 Un rubiales precioso que decidió salir a conocer mundo con su mamá. Fueron encontrados por Bolnuevo (Murcia), y el dueño reclamó a la madre pero no al peque porque estaba buscando quién se quedara con él. Estabas buscando un perrete como él? Contáctanos 📲☎️ 642899947 📩 [email protected]",kerubi:muso
55,Oreo,Macho,15 meses,15,Joven,2025-05-15,Mediano,,Mestizo,Mestiza,No,Valencia,Provincia vecina,Valencia,Help Dog Valencia,,Disponible,No,,Sí,,,No,Kerubi,2026-08-03,2026-08-10,https://kerubi.es/animales/perros-en-adopcion/oreo-4/,https://kerubi.es/wp-content/uploads/2026/06/966294f6-4e49-4c33-a3a9-43e9806996e9.jpeg,"𝗢𝗥𝗘𝗢 𝗕𝗨𝗦𝗖𝗔 𝗙𝗔𝗠𝗜𝗟𝗜𝗔 𝗗𝗘 𝗔𝗗𝗢𝗣𝗖𝗜𝗢́𝗡 𝗢𝗿𝗲𝗼 es un ratonero de un año, los cumplió el 21 de mayo. (Nació el 21/05/2025). Es muy bueno aunque algo nervioso. Está en un pueblo de Valencia. Tiene vacunas, chip etcétera…Si quieres que 𝗢𝗿𝗲𝗼 sea de tú familia envía WhatsApp a 661 75 51 27 ¿𝗡𝗢𝗦 𝗔𝗬𝗨𝗗𝗔𝗦 𝗔 𝗦𝗘𝗚𝗨𝗜𝗥 𝗔𝗬𝗨𝗗𝗔́𝗡𝗗𝗢𝗟𝗢𝗦! 🐕🐈‍⬛ ¡𝗣𝗢𝗥 𝗦𝗢𝗟𝗢 𝟭 𝗘𝗨𝗥𝗢 𝗔𝗟 𝗠𝗘𝗦 𝗣𝗨𝗘𝗗𝗘𝗦 𝗛𝗔𝗖𝗘𝗥𝗟𝗢? 👇🏾 https://www.teaming.net/group/list?q=HelpDog%20Valencia 𝗖𝗨𝗘𝗦𝗧𝗜𝗢𝗡𝗔𝗥𝗜𝗢 𝗣𝗥𝗘 𝗔𝗗𝗢𝗣𝗖𝗜𝗢́𝗡 👇🏾 https://docs.google.com/forms/d/1afoobtnHtowi06sStFtx_A_lInf7QaO4DwT7hE7352k/edit?usp=drivesdk 𝗘𝗹 𝗺𝗮𝗹𝘁𝗿𝗮𝘁𝗼 𝘆 𝗮𝗯𝗮𝗻𝗱𝗼𝗻𝗼 𝗮𝗻𝗶𝗺𝗮𝗹 𝗲𝘀 𝘂𝗻 𝗱𝗲𝗹𝗶𝘁𝗼 𝘁𝗶𝗽𝗶𝗳𝗶𝗰𝗮𝗱𝗼 𝗲𝗻 𝗲𝗹 𝗖𝗼́𝗱𝗶𝗴𝗼 𝗣𝗲𝗻𝗮𝗹. #elabandonoesundelitopenal #AdoptaYSalvaUnaVida #NoSonJuguetes #adoptanocompres #adoptaparatodalavidanosonjuguetes #EsterilizarSalvaVidas #adoptaunamigo #AYUDACOMPARTIR #AyudanosACompartir #todosseguidores",kerubi:oreo-4
54,Alma,Hembra,15 años y 2 m,182,Senior,,Grande,30,Mestizo,Mestiza,No,Valencia,Provincia vecina,"Valencia, España",Adopta Salva una Vida,Protectora,Disponible,No,Sí,Sí,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/hnIrsA7rHG,https://img.miwuki.com/kr9Ye3B3,"ADOPCIÓN SIN COSTES. A NUESTRA ALMA LE QUEDA POCO TIEMPO. ESTA SANA, PERO ESTA MAYOR. CON NOSOTROS LLEVA 8 AÑOS y CUANDO LA RECOGIMOS MINIMO TENDRIA 3 AÑOS. Se lo notamos en su mirada, en su actitud, en su caminar. Alma ha estado durante estos años en 3 residencias. Jamás le han faltado sus vacunas, sus pipetas, su desparasitación, su pienso y sus chuches. Pero no hemos podido conseguir ni una acogida, ni una adopción. Nadie se ha apiadado jamás de ella. Ella no es infeliz, Verdi esta a su lado en la residencia, desde hace 7 años. Otra perrita que llegó cachorra y no encuentra oportunidad. Pero no quiero que un día abran por la mañana su redil y me avisen que ha muerto sola. No quiero que siga viviendo sola cuando sus huesos ya duelen, cuando su mirada se apaga con cataratas. No quiero que acabe su vida sin conocer el amor y el calor de un hogar. No quiero que enferme y no exista nadie que la cuide en las noches mientras llega su día. Su gran felicidad es cuando llego, conoce el ruido de mi coche y espera sus chuches. Le prometí un hogar y no he podido dárselo. Suplicamos un hogar para Alma. ESTADO ACTUAL: En residencia de pago. Ha convivido con todo tipo de perros. No acepta gatos. DESCRIPCIÓN: Describir a Alma no es nada fácil, es una hermosa mestiza de Sharpei. Estuvo en la calle esperando comida cada día durante dos años, hasta que un día mientras nacían sus bebés la pudimos rescatar. Es una perra muy mansa, pero desconfiada a los desconocidos, logra confiar en la la gente con la que convive y entonces cambia. Es tranquila, dócil, respeta su lugar y las normas, muy limpia, fiel a quien le atiende, muy sociable con perros, respeta su entorno, agradece los cuidados, jamás ataca o muerde a nadie. Le tiene pánico a los petardos, tormentas y truenos. Alma necesita una adopción especial, personas que valoren la compañía de un perro mayor, manso y comprendan lo que ha sufrido. A Alma le asusta la calle y los coches, no le gusta salir de paseo con una correa, por eso su sitio ideal es una masía, finca o chalet con vallados. Un lugar donde pueda correr en tranquilidad y comparta el hogar con sus dueños. Buscamos ese adoptante que ame a los perros y entienda que sus miedos son el resultado del maltrato de otro humano. Que no busque el perro perfecto, mimoso y estilo muñeco de peluche. Que vea su amor reflejado en los ojos de Alma y su necesidad de ser cuidada y atendida. Un adoptante que si vive aislado necesite un perro que le avise la cercanía de ""intrusos"". Alma se lleva bien y respeta a los demás perros, pero siempre toma la actitud de ""mamá de la manada"". Alma durante estos años ha cambiado a tres residencias de diferentes personas, perros y tratos y siempre ha mantenido su comportamiento. Adopta la ha mantenido atendida. Jamás la abandonaremos. Corremos con suerte que ha sido una perra sana y sin accidentes. Pero ella necesita un hogar fijo, necesita más cercanía con la gente, necesita saber que tiene un hogar. CARACTERÍSTICAS FÍSICAS: 11 años, 30 kilos de peso. PERFIL DEL ADOPTANTE: Personas de cualquier edad, pero no mayores de 80 años. En el hogar es muy tranquila, limpia, obediente, reconoce y respeta sus sitios. Necesita su espacio pero necesita donde poder salir a hacer ejercicio, por eso no es una perra de piso. Tiene miedo a pasear con la correa y es una perrita de campo, no de ciudad. Es de carácter sumiso y temeroso ante el humano. Ladra a los extraños. Dominante sin ser agresiva, solo hace de educadora con otros perros. Necesita que su adoptante le infunda confianza y seguridad con un trato dulce, jamás agresivo, respetando sus espacios al principio. Necesita alguien con un inmenso amor a los perros y paciencia para saber que Alma es un ser vivo al que el ser humano maltrato y por eso desconfía. Es una excelente guardiana, aunque no la damos para trabajos de guarda ni para vivir sola. Necesidad de dormir dentro de una casa. SALUD: Sana, con todo al día.",miwuki:hnirsa7rhg
54,Chila,Hembra,10 años y 6 m,126,Senior,,Grande,,Galgo Espanol,De raza,No,Albacete,Provincia vecina,"Albacete, España",Sebastián M.,Particular,Disponible,No,,,Sí,Sí,No,Miwuki Pet Shelter,2026-08-03,2026-08-10,https://petshelter.miwuki.com/c/STNrGM9mmC,https://img.miwuki.com/oY5aW4y8,"Se cede en adopción por problemas familiares, abtenerse cazadores, gente responsable",miwuki:stnrgm9mmc
54,Covid,Macho,2 años y 2 m,26,Joven,,Mediano,,Podenco,De raza,No,Alicante,Alicante,Ibi (Alicante),Protectora de Ibi,,Disponible,No,,,,,No,Protectora de Ibi,2026-08-03,2026-08-10,https://protectoradeibi.com/ficha-2442,https://protectoradeibi.com/imas/animales/_2442/a_24421784222261.jpg,"Protectora de Ibi - Ficha de COVID Sociedad protectora de animales de Ibi Foto 1 de 4 | Ficha de COVID en adopción Nombre COVID Clase Perro Desde 29-9-25 Sexo Macho Edad 2 años y 2 meses fecha de nacimiento 6/2024 Raza PODENCO Tamaño Mediano Localidad Ibi (Alicante) ID 2442 Descripción Covid es un podenco de tamaño medio que, cuando llegó a nosotros, su actitud era bastante confiada para ser un podenco. Pero el estrés del albergue le está pasando factura. Su confianza ha ido mermando poco a poco y se está volviendo asustadizo. Es cierto que, cuando le dedicas un poco de tiempo, ves que Covid le encanta. Se acerca a comer salchichas de la mano y hasta te da besitos. Pero ya sabes que en el albergue no tenemos ese tiempo que él necesita para volver a sentirse seguro. La verdad es que está en esa edad perfecta para disfrutar de un perro lleno de vitalidad; para dar largos paseos e incluso, para salir a correr. Eso sí, ¡tienes que estar a tope de energía para aguantar el ritmo de un podenco! Si estás buscando un compañero que te acompañe al fin del mundo, adoptar un podenco como Covid, puede ser muy buena idea. Cuando te coja confianza, te acompañará a dónde vayas y lo hará encantado. Apadrinar a COVID Quiero apadrinar a COVID Sociedad Protectora de Animales y Ambientales de IBI - Alicante - España CIF : 03862018-G - Tel.(+34) 965 551 214 - Contactar - - ©Bambú-CMS 2006-2026 - última actualización marzo 2022 Rechazar Aceptar",ibi:protectoradeibi-com-covid
